iteration,time_elapsed,joint_0_pos,joint_0_vel,joint_0_acc,joint_1_pos,joint_1_vel,joint_1_acc,joint_2_pos,joint_2_vel,joint_2_acc,joint_3_pos,joint_3_vel,joint_3_acc,joint_4_pos,joint_4_vel,joint_4_acc,joint_5_pos,joint_5_vel,joint_5_acc,joint_6_pos,joint_6_vel,joint_6_acc,joint_7_pos,joint_7_vel,joint_7_acc,joint_8_pos,joint_8_vel,joint_8_acc,joint_9_pos,joint_9_vel,joint_9_acc,joint_10_pos,joint_10_vel,joint_10_acc,joint_11_pos,joint_11_vel,joint_11_acc,joint_12_pos,joint_12_vel,joint_12_acc,joint_13_pos,joint_13_vel,joint_13_acc,joint_14_pos,joint_14_vel,joint_14_acc,joint_15_pos,joint_15_vel,joint_15_acc,joint_16_pos,joint_16_vel,joint_16_acc,joint_17_pos,joint_17_vel,joint_17_acc,joint_18_pos,joint_18_vel,joint_18_acc,joint_19_pos,joint_19_vel,joint_19_acc
30,0.48966407775878906,0.0001635035838854383,0.023540147979642257,1.1895210051150185,-0.005313027239702762,-0.8629804083383036,-60.54022334228323,-0.009055511746257194,-1.0,-8.723873966352313e-14,6.749908912727774e-05,0.04412220067412248,5.338124818300453,-0.010431955337534628,-1.0000000000000002,-1.9179101796287877e-13,0.05159492322432595,-0.17305422808150472,-63.112432485835164,-0.03891547364053074,1.0,-1.3684384949497864e-14,-0.00015229435212881076,-0.0035594887591917494,2.0676799162538955,0.001662885072263158,0.4683888292051295,64.65907064269123,-0.0033965172856933114,-0.5467319761953306,-29.715452139734733,-0.005581870418074533,-1.0,-54.26192173311667,-0.009040327883430732,-0.9998257000767314,-0.21853453547060891,0.00016935784306720863,0.04757037686451787,4.494283324915573,0.059679890143625146,1.0000000000000002,-2.8525151071573324e-13,-0.04912879349271565,0.6361809385238519,88.27500288378015,-0.0016575700334302368,-0.06842207562786871,-0.5745107780674041,-0.00015640823967671285,-0.006639669453713869,1.5659506810485608,0.009302273705851256,0.9959134304041918,-4.08656959580826,0.0039046232840967924,0.6474953271098357,39.81827955277043,0.005429995835383195,1.0,41.10442457556873
31,0.49457788467407227,0.00018757967723160727,0.02461203871269571,1.071890733053452,-0.006205136539192316,-0.9212381906408038,-58.25778230250018,-0.010055511746257195,-1.0,-5.4014234511700946e-14,0.00011385981740663502,0.04859925588459207,4.477055210469589,-0.01143195533753463,-0.9999999999999998,3.9361409772325677e-13,0.05139171692454409,-0.23335837148221183,-60.30414340070712,-0.03791547364053074,1.0,-3.8069121277319245e-15,-0.00015498152473521565,-0.001814856453618042,1.7446323055737074,0.0021624493481513284,0.5307397225712117,62.35089336608219,-0.003956400573418424,-0.5730345992548951,-26.30262305956438,-0.006581870418074533,-1.0,4.04631123936998e-14,-0.010040240733469099,-1.0,-0.17429992326856159,0.0002187545681077192,0.05122307321650326,3.6526963519853894,0.06067989014362515,1.0000000000000002,6.65407842880032e-14,-0.0484502941682549,0.7208177103976476,84.63677187379568,-0.0017262379144269877,-0.06891368636563323,-0.4916107377645182,-0.0001624213558310048,-0.005386562854870028,1.253106598843841,0.010289679989352221,0.978899136597741,-17.014293806450787,0.004569143977382778,0.6815460594621359,34.05073235230018,0.006429995835383195,1.0,1.0347878360379138e-13
32,0.49875593185424805,0.00021267734367622857,0.025583294176546912,0.9712554638512012,-0.007154507544022572,-0.9775038190197087,-56.265628378904914,-0.011055445040756803,-0.9998665889992164,0.1334110007835867,0.000164295920001795,0.05227294930572788,3.6736934211358094,-0.012431955337534628,-1.0,-2.410400923935995e-13,0.05112953905426669,-0.29099736907259055,-57.638997590378736,-0.03691547364053074,1.0,6.387909304750025e-15,-0.0001560735348122937,-0.00036916370053804515,1.4456927530799968,0.0027216083874732136,0.5875783560725582,56.83863350134646,-0.004540865108224224,-0.5958944703567034,-22.859871101808338,-0.007581870418074533,-1.0,6.044531447963977e-15,-0.011040240733469098,-1.0,-1.6146796439393197e-19,0.0002714116803151842,0.05409115119842677,2.8680779819235136,0.06167989014362515,1.0,-2.583264364063396e-13,-0.047688959674595605,0.8018512769209487,81.03356652330105,-0.0017954242105235924,-0.06945890582757616,-0.5452194619429346,-0.00016732613071264077,-0.0044229869084019425,0.9635759464680861,0.011255342932654438,0.9524267500066912,-26.47238659104973,0.005264859051389409,0.709884088551127,28.338029088991078,0.007429995835383195,1.0,-1.0879755952533414e-14
33,0.5030879974365234,0.0002387109332256558,0.026483884922307546,0.900590745760634,-0.008143259453532427,-1.0,-22.49618098029125,-0.012055256580719095,-0.9997564909253652,0.1100980738512542,0.00021808528969079031,0.05530579007226276,3.0328407665348798,-0.013431955337534628,-1.0,1.9065516501675308e-14,0.05081108145377694,-0.3459178319069022,-54.920462834311635,-0.035915473640530736,1.0,-3.7117492334692925e-15,-0.0001558143389054901,0.0008875555141452151,1.2567192146832602,0.0033345387380433735,0.6382823450677623,50.70398899520416,-0.005146009831713804,-0.6143949766224565,-18.50050626575304,-0.008581870418074533,-1.0,-1.5671323175255547e-14,-0.012040240733469099,-1.0,1.2402495411935476e-20,0.00032662221869904124,0.056329925569287294,2.2387743708605234,0.06267989014362514,1.0,1.021927663566819e-14,-0.046848332993447525,0.879402085375206,77.5508084542573,-0.0018651093275098515,-0.06991132814494203,-0.4524223173658612,-0.00017136096833785688,-0.0036466883420302487,0.7762985663716939,0.012190336252910458,0.9175598905053483,-34.8668595013429,0.005986572442662107,0.733542693994268,23.65860544314106,0.008429995835383196,1.0,6.739573555137646e-14
34,0.5070929527282715,0.00026561085444469685,0.02731595751577458,0.8320725934670355,-0.009143259453532428,-1.0,1.2556141123577902e-15,-0.013054969144475657,-0.9996686365877606,0.08785433760458022,0.00027460449485839636,0.05773262026294935,2.4268301906865912,-0.014431955337534629,-1.0,8.60680747053318e-15,0.05043900104367053,-0.398242988305919,-52.325156399016784,-0.034915473640530735,1.0,-1.371165870183043e-14,-0.00015438805342922772,0.0019650154383795524,1.0774599242343372,0.003995111056450238,0.682862291745966,44.57994667820377,-0.005767524951557076,-0.6286352630640875,-14.240286441631024,-0.009581870418074533,-1.0,-2.2356799643512726e-14,-0.0130402407334691,-1.0,3.087781628890084e-21,0.00038377416506511325,0.057973967162856695,1.6440415935694008,0.06367989014362514,1.0000000000000002,1.618590200584364e-13,-0.0459318227767096,0.9536183481006483,74.21626272544219,-0.0019352012688589274,-0.07027255455320988,-0.3612264082678544,-0.00017470835984311815,-0.00304809466849228,0.5985936735379687,0.01308654538447933,0.8748583726323967,-42.701517872951534,0.0067296446551510574,0.7526017309836317,19.059036989363772,0.009429995835383197,1.0,1.646893780578077e-14
35,0.5115017890930176,0.00029314592185349916,0.027754177301830076,0.43821978605549383,-0.010143259453532429,-1.0,6.345634451819873e-15,-0.0140454316238606,-0.9812563221821241,18.412314405636533,0.00033360189289767604,0.060262175815610046,2.5295555526606996,-0.01543195533753463,-1.0,-7.65870181662082e-15,0.05001879397595398,-0.4421711471271672,-43.92815882124824,-0.033915473640530734,1.0,-4.344359528030995e-15,-0.0001516901069366734,0.0034308775467290957,1.4658621083495436,0.004688800533072367,0.7045166614982931,21.654369752327,-0.006400929002026015,-0.6381728378737916,-9.537574809704175,-0.010581870418074533,-1.0,-2.307898223819586e-15,-0.014031098654379237,-0.9817158418202738,18.284158179726177,0.0004426810749573188,0.05983985262155432,1.8658854586976297,0.06467989014362514,0.9999999999999999,-3.7230691848055187e-13,-0.04495501360265927,1.0000000000000002,46.38165189935191,-0.0020149803806195367,-0.08928566896800845,-19.013114414798572,-0.00017720869137517834,-0.0019525683956280852,1.0955262728641948,0.013944885288922437,0.8418214362538177,-33.03693637857909,0.0074898166063106664,0.7677421713355854,15.140440351953751,0.010429995835383198,1.0,2.4430356642339596e-14
36,0.5275630950927734,0.00032101405825363656,0.02798209549844469,0.22791819661461285,-0.01114325945353243,-1.0,2.184756863908582e-15,-0.014997724756841397,-0.9233299437794729,57.9263784026513,0.0003957574512747183,0.06404894093847438,3.7867651228643378,-0.01643195533753463,-1.0,2.859577951238064e-15,0.049559852194885415,-0.47571241500996925,-33.54126788280205,-0.03291547364053073,1.0,1.693731385019045e-14,-0.00014697460458141715,0.006000127163783409,2.569249617054313,0.005405349508817153,0.7285812899912774,24.0646284929843,-0.007041864042869256,-0.6436972438126896,-5.524405938897884,-0.011581870418074534,-1.0,-3.2113226450530034e-15,-0.014983964793505255,-0.9240164364317641,57.69940538850975,0.0005042199350059793,0.06323786747576683,3.3980148542125077,0.06567989014362514,1.0000000000000002,2.299006877077378e-13,-0.04395501360265927,1.0000000000000002,-8.145384893024238e-14,-0.002131380778749864,-0.14351512729264596,-54.2294583246375,-0.00017793011230634456,0.0005097265332956685,2.462294928923754,0.014761907969943606,0.7922239257885217,-49.59751046529591,0.008262971424293938,0.7785674646309553,10.825293295369807,0.011429995835383198,1.0,-5.9624144242375e-15
37,0.5314929485321045,0.0003491003610805777,0.02819051015543753,0.20841465699284067,-0.01214325945353243,-1.0,4.1165045341507263e-17,-0.015893750753168574,-0.8687220488748845,54.60789490458834,0.0004616092083012459,0.06765457311458084,3.6056321761064565,-0.01743195533753463,-1.0,-1.4312114897272508e-16,0.04906850808996415,-0.5069757948325551,-31.263379822585836,-0.03191547364053073,1.0,-2.373617381470423e-14,-0.00013977506690237098,0.008398948194308935,2.398821030525527,0.006141025444559542,0.742770581493502,14.189291502224567,-0.0076865005049360025,-0.6455756803208028,-1.878436508113273,-0.012581870418074535,-1.0,-2.368560936752196e-15,-0.015880781255248264,-0.8696164870542515,54.399949377512584,0.0005690971140589267,0.06651649063012795,3.2786231543611097,0.06667989014362515,1.0,-1.1175698095357424e-13,-0.04295501360265927,1.0,-1.7012236378477738e-13,-0.0023004941156192175,-0.19471154644606115,-51.196419153415206,-0.00017624758836741973,0.0028553213445539957,2.3455948112583274,0.015529200337344017,0.7423608090123014,-49.863116776220394,0.009044769547222158,0.7850287812254848,6.461316594529519,0.0124299958353832,1.0,3.282694622363288e-14
38,0.5353269577026367,0.00037738354371291493,0.028375855109236955,0.18534495379942367,-0.013143259453532431,-1.0,4.093833844490825e-17,-0.01673703203883241,-0.8178405224527859,50.881526422098496,0.0005309644215099246,0.07105585330277653,3.40128018819569,-0.018431955337534632,-1.0,-6.7357523645541045e-15,0.04854722942407657,-0.5355815369426034,-28.605742110048276,-0.03091547364053073,1.0,1.113921319872575e-14,-0.0001302558202329024,0.01063954514462825,2.240596950319315,0.00688418921984166,0.7435569690707341,0.7863875772321199,-0.008331113589365101,-0.6436504885373939,1.9251917834089256,-0.013581870418074536,-1.0,1.196310820283018e-15,-0.01672505226950646,-0.8189255414621404,50.690945592111206,0.0006371752688437589,0.06963981893953652,3.1233283094085755,0.06767989014362515,0.9999999999999999,-1.6568581245788003e-13,-0.04195501360265927,1.0000000000000002,1.8675955234299638e-13,-0.0025191093580610026,-0.242518938437509,-47.807391991447844,-0.00017227799350824052,0.00508386837380442,2.228547029250424,0.0162479732326118,0.6951849815232648,-47.17582748903656,0.009831106031397238,0.7876441871246747,2.6154058991898825,0.0134299958353832,1.0,-2.4429665851673715e-14
39,0.5393638610839844,0.00040584117656490044,0.028539410594734103,0.1635554854971481,-0.014143259453532432,-1.0,1.11867760862281e-17,-0.01753123976878339,-0.7705749374491813,47.26558500360465,0.0006036214020836767,0.07425810784472771,3.2022545419511848,-0.019431955337534633,-1.0,-3.7080987326722465e-15,0.04799863506792934,-0.5616071753518528,-26.025638409249392,-0.02991547364053073,1.0,-3.1259825585404575e-14,-0.00011857176013715914,0.012728575046858258,2.089029902230007,0.007621690615977897,0.7314458232017382,-12.111145868995896,-0.008971984480001033,-0.6380912927344699,5.5591958029240285,-0.014581870418074537,-1.0,-6.193305106268614e-15,-0.01752043220558276,-0.7718343306904604,47.091210771680004,0.0007082973631438257,0.07260436966059697,2.964550721060437,0.06867989014362515,1.0,1.8833573675653416e-13,-0.04095501360265927,1.0,-2.7480027783377044e-13,-0.002783887725267575,-0.28703779597563517,-44.5188575381262,-0.00016613938253952161,0.007193353563633386,2.109485189828966,0.016921101355333278,0.6510712639196903,-44.11371760357458,0.010618246355552268,0.7866364611853853,-1.0077259392893212,0.014429995835383201,1.0,-2.857596698814549e-15
40,0.5432558059692383,0.0004344522208807825,0.028682678037030056,0.14326744229595212,-0.015143259453532433,-1.0,1.9060560366627887e-18,-0.01827992415219662,-0.7267938293772741,43.781108071907155,0.0006793834186429325,0.07726592527378381,3.007817429056109,-0.020431955337534634,-1.0,1.1818388709122261e-14,0.04742525679614854,-0.5851493682097382,-23.542192857885357,-0.02891547364053073,1.0,1.729992939226218e-14,-0.00010487163878893099,0.014671667649598031,1.9430926027397728,0.008340999280442057,0.7071715057265812,-24.274317475157066,-0.009605578224431609,-0.6290961961266814,8.995096607788376,-0.015581870418074538,-1.0,5.20329914967972e-15,-0.018270455556694907,-0.7282123715338289,43.62195915663146,0.000782303106747825,0.07540711754740184,2.8027478868048714,0.06967989014362515,0.9999999999999999,-1.467417182363998e-13,-0.03995501360265927,1.0,-1.6487075904615985e-14,-0.003091600155851258,-0.3283870651917314,-41.349269216096204,-0.00015795174162791623,0.00918192825957737,1.9885746959439852,0.017551760830398513,0.6102476862107805,-40.82357770890979,0.011402676437940356,0.7822237035907917,-4.412757594593577,0.015429995835383202,1.0,-1.4786436898585185e-14
41,0.5475480556488037,0.00046319710961373204,0.02880709942886895,0.12442139183889593,-0.016143259453532434,-1.0,1.946313531385166e-23,-0.018986502912632427,-0.6863636914943387,40.43013788293531,0.000758057642483106,0.08008252240656326,2.816597132779449,-0.021431955337534635,-1.0,-2.088041762039013e-15,0.046829528555718494,-0.6063071126503552,-21.15774444061697,-0.02791547364053073,1.0,-4.745597923757146e-14,-8.929879476801708e-05,0.016474020392229786,1.8023527426317563,0.009030354979211478,0.6715398918122619,-35.631613914319225,-0.010228563846229157,-0.6168750474684168,12.22114865826461,-0.01658187041807454,-1.0,6.050168773966431e-15,-0.01897852525232186,-0.6879270197200776,40.28535181375129,0.0008590289935271735,0.07804465601129514,2.6375384638932893,0.07067989014362515,0.9999999999999998,-1.3122476265455327e-13,-0.038955013602659266,1.0000000000000002,1.6524943855550143e-13,-0.0034391373799608138,-0.3666873830273801,-38.30031783564868,-0.00014783662840508208,0.011048298186090943,1.8663699265135711,0.018143329115107524,0.5728888832072423,-37.358803003538235,0.01218110332333366,0.7746300671958154,-7.593636394976367,0.016429995835383203,1.0,-2.3282951421077094e-15
